Partido,Local,Visitante,Temporada,Puntos Local,Puntos Visitante,Puntos en zona Local,Puntos 2a oportunidad Local,Puntos en transición Local,Triples Local,Triples intentados Local,% triples Local,Tiros libres Local,Tiros libres intentados Local,% tiros libres Local,Puntos en zona Visitante,Puntos 2a oportunidad Visitante,Puntos en transición Visitante,Triples Visitante,Triples intentados Visitante,% triples Visitante,Tiros libres Visitante,Tiros libres intentados Visitante,% tiros libres Visitante,Puntos de media distancia Local,Puntos de media distancia Visitante,Puntos en zona Total,Puntos de media distancia Total,Puntos de 3 Total,Puntos tiros libres Total,Puntos en transición Total,Puntos Total,Triples intentados Total,Triples encestados Total
DAL vs. HOU,DAL,HOU,2020,108.0,133.0,48.0,14.0,17.0,5.0,25.0,0.2,29.0,40.0,0.725,58.0,22.0,10.0,16.0,37.0,0.432,23.0,29.0,0.793,26.0,36.0,106.0,62.0,63.0,52.0,27.0,241.0,62.0,21.0
POR vs. NYK,POR,NYK,2020,116.0,113.0,30.0,10.0,7.0,17.0,46.0,0.37,21.0,23.0,0.913,44.0,11.0,9.0,12.0,29.0,0.414,23.0,25.0,0.92,48.0,34.0,74.0,82.0,87.0,44.0,16.0,229.0,75.0,29.0
BOS vs. CLE,BOS,CLE,2020,141.0,103.0,54.0,15.0,24.0,14.0,28.0,0.5,23.0,27.0,0.852,40.0,18.0,20.0,10.0,33.0,0.303,25.0,34.0,0.735,50.0,28.0,94.0,78.0,72.0,48.0,44.0,244.0,61.0,24.0
IND vs. TOR,IND,TOR,2020,102.0,107.0,40.0,11.0,12.0,13.0,39.0,0.333,19.0,22.0,0.864,36.0,18.0,19.0,15.0,35.0,0.429,18.0,26.0,0.692,30.0,38.0,76.0,68.0,84.0,37.0,31.0,209.0,74.0,28.0
ORL vs. CHA,ORL,CHA,2020,104.0,107.0,36.0,15.0,3.0,17.0,38.0,0.447,9.0,13.0,0.692,44.0,9.0,14.0,14.0,36.0,0.389,9.0,16.0,0.563,42.0,40.0,80.0,82.0,93.0,18.0,17.0,211.0,74.0,31.0
SAS vs. WAS,SAS,WAS,2020,121.0,101.0,32.0,9.0,20.0,15.0,31.0,0.484,10.0,11.0,0.909,36.0,16.0,3.0,14.0,42.0,0.333,9.0,14.0,0.643,64.0,42.0,68.0,106.0,87.0,19.0,23.0,222.0,73.0,29.0
LAC vs. OKC,OKC,LAC,2020,108.0,100.0,66.0,12.0,12.0,14.0,46.0,0.304,12.0,16.0,0.75,42.0,19.0,9.0,7.0,35.0,0.2,9.0,14.0,0.643,16.0,42.0,108.0,58.0,63.0,21.0,21.0,208.0,81.0,21.0
POR vs. OKC,POR,OKC,2020,122.0,125.0,46.0,20.0,4.0,14.0,41.0,0.341,16.0,21.0,0.762,46.0,19.0,17.0,18.0,40.0,0.45,21.0,35.0,0.6,46.0,40.0,92.0,86.0,96.0,37.0,21.0,247.0,81.0,32.0
DAL vs. DEN,DEN,DAL,2020,113.0,117.0,42.0,13.0,16.0,11.0,32.0,0.344,20.0,24.0,0.833,52.0,14.0,17.0,15.0,35.0,0.429,22.0,28.0,0.786,40.0,28.0,94.0,68.0,78.0,42.0,33.0,230.0,67.0,26.0
IND vs. TOR,TOR,IND,2020,129.0,114.0,44.0,16.0,17.0,12.0,29.0,0.414,37.0,45.0,0.822,44.0,7.0,17.0,14.0,38.0,0.368,24.0,27.0,0.889,36.0,32.0,88.0,68.0,78.0,61.0,34.0,243.0,67.0,26.0
BKN vs. MIA,BKN,MIA,2020,98.0,85.0,38.0,11.0,12.0,11.0,38.0,0.289,19.0,22.0,0.864,32.0,10.0,6.0,11.0,43.0,0.256,12.0,17.0,0.706,30.0,30.0,70.0,60.0,66.0,31.0,18.0,183.0,81.0,22.0
DET vs. PHI,DET,PHI,2020,119.0,104.0,30.0,15.0,8.0,17.0,38.0,0.447,32.0,38.0,0.842,48.0,23.0,11.0,9.0,28.0,0.321,15.0,20.0,0.75,40.0,32.0,78.0,72.0,78.0,47.0,19.0,223.0,66.0,26.0
CHI vs. BOS,BOS,CHI,2020,103.0,119.0,44.0,6.0,13.0,17.0,39.0,0.436,4.0,10.0,0.4,48.0,19.0,19.0,15.0,29.0,0.517,16.0,20.0,0.8,38.0,40.0,92.0,78.0,96.0,20.0,32.0,222.0,68.0,32.0
CLE vs. LAL,CLE,LAL,2020,108.0,115.0,60.0,22.0,16.0,9.0,21.0,0.429,19.0,22.0,0.864,52.0,22.0,13.0,10.0,32.0,0.313,21.0,28.0,0.75,20.0,32.0,112.0,52.0,57.0,40.0,29.0,223.0,53.0,19.0
GSW vs. MIN,MIN,GSW,2020,130.0,108.0,58.0,21.0,16.0,14.0,30.0,0.467,28.0,37.0,0.757,44.0,12.0,18.0,8.0,24.0,0.333,22.0,25.0,0.88,30.0,34.0,102.0,64.0,66.0,50.0,34.0,238.0,54.0,22.0
ORL vs. CHA,ORL,CHA,2020,117.0,108.0,42.0,15.0,17.0,19.0,37.0,0.514,14.0,22.0,0.636,50.0,13.0,16.0,11.0,38.0,0.289,19.0,27.0,0.704,42.0,28.0,92.0,70.0,90.0,33.0,33.0,225.0,75.0,30.0
ATL vs. LAC,LAC,ATL,2020,108.0,99.0,46.0,13.0,8.0,10.0,26.0,0.385,24.0,25.0,0.96,46.0,7.0,16.0,8.0,26.0,0.308,19.0,22.0,0.864,28.0,26.0,92.0,54.0,54.0,43.0,24.0,207.0,52.0,18.0
UTA vs. NYK,UTA,NYK,2020,108.0,94.0,44.0,12.0,2.0,15.0,48.0,0.313,19.0,22.0,0.864,40.0,13.0,7.0,10.0,27.0,0.37,12.0,17.0,0.706,30.0,32.0,84.0,62.0,75.0,31.0,9.0,202.0,75.0,25.0
HOU vs. WAS,HOU,WAS,2020,107.0,88.0,42.0,7.0,12.0,12.0,37.0,0.324,21.0,29.0,0.724,36.0,14.0,10.0,5.0,26.0,0.192,17.0,23.0,0.739,32.0,30.0,78.0,62.0,51.0,38.0,22.0,195.0,63.0,17.0
PHI vs. LAL,,,2020,107.0,106.0,,,,9.0,25.0,0.36,16.0,26.0,0.615,,,,8.0,24.0,0.333,16.0,25.0,0.64,,,,,51.0,32.0,,213.0,49.0,17.0
ORL vs. SAC,ORL,SAC,2020,107.0,121.0,46.0,19.0,4.0,10.0,26.0,0.385,17.0,18.0,0.944,54.0,21.0,15.0,14.0,33.0,0.424,17.0,26.0,0.654,34.0,36.0,100.0,70.0,72.0,34.0,19.0,228.0,59.0,24.0
PHX vs. OKC,PHX,OKC,2020,97.0,102.0,36.0,18.0,8.0,15.0,43.0,0.349,10.0,12.0,0.833,28.0,5.0,18.0,16.0,40.0,0.4,10.0,14.0,0.714,36.0,48.0,64.0,84.0,93.0,20.0,26.0,199.0,83.0,31.0
CHA vs. IND,CHA,IND,2020,106.0,116.0,42.0,25.0,10.0,13.0,38.0,0.342,19.0,21.0,0.905,50.0,14.0,16.0,16.0,40.0,0.4,10.0,12.0,0.833,32.0,40.0,92.0,72.0,87.0,29.0,26.0,222.0,78.0,29.0
UTA vs. DAL,UTA,DAL,2020,116.0,104.0,46.0,12.0,13.0,16.0,41.0,0.39,16.0,21.0,0.762,48.0,12.0,15.0,12.0,35.0,0.343,8.0,9.0,0.889,38.0,36.0,94.0,74.0,84.0,24.0,28.0,220.0,76.0,28.0
CLE vs. DET,CLE,DET,2020,122.0,107.0,66.0,15.0,16.0,11.0,21.0,0.524,17.0,23.0,0.739,46.0,9.0,5.0,11.0,27.0,0.407,22.0,29.0,0.759,28.0,28.0,112.0,56.0,66.0,39.0,21.0,229.0,48.0,22.0
NOP vs. WAS,WAS,NOP,2020,124.0,106.0,40.0,8.0,6.0,17.0,43.0,0.395,15.0,24.0,0.625,48.0,20.0,21.0,13.0,38.0,0.342,19.0,21.0,0.905,52.0,26.0,88.0,78.0,90.0,34.0,27.0,230.0,81.0,30.0
TOR vs. MIL,MIL,TOR,2020,108.0,115.0,40.0,19.0,17.0,22.0,55.0,0.4,10.0,12.0,0.833,26.0,15.0,0.0,16.0,44.0,0.364,19.0,26.0,0.731,36.0,54.0,66.0,90.0,114.0,29.0,17.0,223.0,99.0,38.0
SAS vs. BOS,BOS,SAS,2020,110.0,106.0,52.0,17.0,9.0,8.0,28.0,0.286,10.0,16.0,0.625,54.0,12.0,3.0,10.0,30.0,0.333,12.0,14.0,0.857,40.0,30.0,106.0,70.0,54.0,22.0,12.0,216.0,58.0,18.0
GSW vs. MIN,GSW,MIN,2020,123.0,111.0,54.0,10.0,21.0,15.0,34.0,0.441,18.0,23.0,0.783,44.0,17.0,17.0,14.0,36.0,0.389,23.0,33.0,0.697,36.0,30.0,98.0,66.0,87.0,41.0,38.0,234.0,70.0,29.0
ATL vs. BKN,ATL,BKN,2020,128.0,132.0,58.0,12.0,3.0,13.0,33.0,0.394,25.0,28.0,0.893,74.0,19.0,23.0,11.0,32.0,0.344,17.0,20.0,0.85,32.0,30.0,132.0,62.0,72.0,42.0,26.0,260.0,65.0,24.0
DET vs. LAL,LAL,DET,2020,107.0,92.0,48.0,8.0,15.0,14.0,36.0,0.389,13.0,13.0,1.0,42.0,9.0,10.0,12.0,28.0,0.429,8.0,12.0,0.667,32.0,30.0,90.0,62.0,78.0,21.0,25.0,199.0,64.0,26.0
PHX vs. GSW,GSW,PHX,2020,114.0,93.0,40.0,3.0,15.0,11.0,32.0,0.344,21.0,23.0,0.913,52.0,11.0,11.0,11.0,38.0,0.289,6.0,8.0,0.75,42.0,24.0,92.0,66.0,66.0,27.0,26.0,207.0,70.0,22.0
MIA vs. LAC,LAC,MIA,2020,105.0,109.0,32.0,9.0,17.0,13.0,33.0,0.394,12.0,15.0,0.8,44.0,13.0,19.0,17.0,42.0,0.405,20.0,22.0,0.909,48.0,28.0,76.0,76.0,90.0,32.0,36.0,214.0,75.0,30.0
HOU vs. POR,POR,HOU,2020,104.0,101.0,34.0,12.0,12.0,13.0,47.0,0.277,15.0,18.0,0.833,46.0,16.0,18.0,17.0,41.0,0.415,6.0,8.0,0.75,42.0,32.0,80.0,74.0,90.0,21.0,30.0,205.0,88.0,30.0
WAS vs. ATL,ATL,WAS,2020,100.0,116.0,46.0,14.0,7.0,7.0,28.0,0.25,31.0,38.0,0.816,44.0,13.0,4.0,12.0,37.0,0.324,26.0,34.0,0.765,16.0,34.0,90.0,50.0,57.0,57.0,11.0,216.0,65.0,19.0
CHA vs. IND,IND,CHA,2020,108.0,105.0,60.0,13.0,6.0,16.0,37.0,0.432,6.0,9.0,0.667,50.0,14.0,16.0,11.0,35.0,0.314,10.0,13.0,0.769,26.0,34.0,110.0,60.0,81.0,16.0,22.0,213.0,72.0,27.0
UTA vs. DAL,DAL,UTA,2020,120.0,101.0,38.0,14.0,18.0,20.0,48.0,0.417,24.0,26.0,0.923,34.0,14.0,14.0,9.0,33.0,0.273,18.0,27.0,0.667,38.0,40.0,72.0,78.0,87.0,42.0,32.0,221.0,81.0,29.0
NYK vs. CLE,NYK,CLE,2020,102.0,81.0,48.0,10.0,12.0,10.0,27.0,0.37,14.0,16.0,0.875,38.0,11.0,11.0,8.0,26.0,0.308,15.0,18.0,0.833,30.0,20.0,86.0,50.0,54.0,29.0,23.0,183.0,53.0,18.0
OKC vs. BKN,BKN,OKC,2020,125.0,147.0,70.0,15.0,12.0,16.0,38.0,0.421,29.0,34.0,0.853,38.0,12.0,11.0,19.0,45.0,0.422,14.0,16.0,0.875,10.0,76.0,108.0,86.0,105.0,43.0,23.0,272.0,83.0,35.0
ORL vs. LAC,LAC,ORL,2020,90.0,116.0,52.0,10.0,15.0,10.0,33.0,0.303,16.0,18.0,0.889,26.0,13.0,10.0,13.0,37.0,0.351,11.0,11.0,1.0,12.0,66.0,78.0,78.0,69.0,27.0,25.0,206.0,70.0,23.0
TOR vs. SAC,SAC,TOR,2020,124.0,126.0,48.0,17.0,9.0,13.0,32.0,0.406,27.0,33.0,0.818,56.0,17.0,12.0,16.0,36.0,0.444,24.0,31.0,0.774,36.0,30.0,104.0,66.0,87.0,51.0,21.0,250.0,68.0,29.0
MIN vs. PHI,MIN,PHI,2020,94.0,118.0,38.0,10.0,6.0,10.0,33.0,0.303,14.0,18.0,0.778,34.0,11.0,13.0,8.0,16.0,0.5,32.0,38.0,0.842,32.0,44.0,72.0,76.0,54.0,46.0,19.0,212.0,49.0,18.0
SAS vs. DEN,SAS,DEN,2020,119.0,109.0,54.0,8.0,13.0,10.0,23.0,0.435,21.0,26.0,0.808,36.0,8.0,9.0,14.0,31.0,0.452,13.0,20.0,0.65,34.0,46.0,90.0,80.0,72.0,34.0,22.0,228.0,54.0,24.0
NOP vs. MIL,NOP,MIL,2020,131.0,126.0,40.0,13.0,16.0,21.0,48.0,0.438,20.0,28.0,0.714,62.0,14.0,18.0,13.0,35.0,0.371,17.0,22.0,0.773,50.0,34.0,102.0,84.0,102.0,37.0,34.0,257.0,83.0,34.0
NOP vs. HOU,NOP,HOU,2020,112.0,126.0,44.0,15.0,22.0,12.0,41.0,0.293,18.0,29.0,0.621,40.0,8.0,16.0,20.0,46.0,0.435,16.0,20.0,0.8,38.0,50.0,84.0,88.0,96.0,34.0,38.0,238.0,87.0,32.0
GSW vs. DET,GSW,DET,2020,118.0,91.0,48.0,11.0,19.0,17.0,36.0,0.472,7.0,10.0,0.7,34.0,6.0,13.0,9.0,36.0,0.25,24.0,32.0,0.75,46.0,24.0,82.0,70.0,78.0,31.0,32.0,209.0,72.0,26.0
BOS vs. LAL,LAL,BOS,2020,95.0,96.0,40.0,16.0,5.0,6.0,21.0,0.286,9.0,14.0,0.643,60.0,11.0,9.0,9.0,31.0,0.29,13.0,19.0,0.684,40.0,14.0,100.0,54.0,45.0,22.0,14.0,191.0,52.0,15.0
CHA vs. MIL,MIL,CHA,2020,126.0,114.0,44.0,15.0,17.0,21.0,44.0,0.477,17.0,20.0,0.85,36.0,11.0,17.0,18.0,45.0,0.4,16.0,24.0,0.667,44.0,44.0,80.0,88.0,117.0,33.0,34.0,240.0,89.0,39.0
MIA vs. SAC,,,2020,105.0,104.0,,,,11.0,32.0,0.344,22.0,26.0,0.846,,,,17.0,45.0,0.378,5.0,11.0,0.455,,,,,84.0,27.0,,209.0,77.0,28.0
CHI vs. POR,,,2020,122.0,123.0,,,,21.0,45.0,0.467,15.0,15.0,1.0,,,,17.0,42.0,0.405,16.0,19.0,0.842,,,,,114.0,31.0,,245.0,87.0,38.0
SAS vs. MEM,SAS,MEM,2020,112.0,129.0,42.0,15.0,16.0,13.0,29.0,0.448,21.0,26.0,0.808,56.0,12.0,13.0,17.0,35.0,0.486,10.0,15.0,0.667,36.0,46.0,98.0,82.0,90.0,31.0,29.0,241.0,64.0,30.0
TOR vs. ORL,TOR,ORL,2020,115.0,102.0,50.0,12.0,15.0,12.0,39.0,0.308,21.0,22.0,0.955,32.0,8.0,16.0,13.0,36.0,0.361,23.0,28.0,0.821,32.0,34.0,82.0,66.0,75.0,44.0,31.0,217.0,75.0,25.0
DEN vs. UTA,UTA,DEN,2020,128.0,117.0,24.0,11.0,4.0,18.0,28.0,0.643,16.0,19.0,0.842,48.0,4.0,11.0,20.0,47.0,0.426,33.0,39.0,0.846,70.0,16.0,72.0,86.0,114.0,49.0,15.0,245.0,75.0,38.0
WAS vs. BKN,,,2020,149.0,146.0,,,,12.0,39.0,0.308,25.0,32.0,0.781,,,,19.0,36.0,0.528,27.0,33.0,0.818,,,,,93.0,52.0,,295.0,75.0,31.0
NYK vs. LAC,NYK,LAC,2020,115.0,129.0,48.0,18.0,5.0,10.0,27.0,0.37,23.0,28.0,0.821,34.0,13.0,2.0,17.0,38.0,0.447,24.0,28.0,0.857,34.0,54.0,82.0,88.0,81.0,47.0,7.0,244.0,65.0,27.0
IND vs. PHI,IND,PHI,2020,110.0,119.0,60.0,11.0,25.0,10.0,28.0,0.357,18.0,22.0,0.818,56.0,20.0,17.0,8.0,26.0,0.308,21.0,31.0,0.677,22.0,34.0,116.0,56.0,54.0,39.0,42.0,229.0,54.0,18.0
CHI vs. NYK,CHI,NYK,2020,110.0,102.0,52.0,5.0,14.0,11.0,34.0,0.324,15.0,20.0,0.75,56.0,13.0,3.0,6.0,29.0,0.207,22.0,26.0,0.846,32.0,18.0,108.0,50.0,51.0,37.0,17.0,212.0,63.0,17.0
MIA vs. CHA,MIA,CHA,2020,121.0,129.0,42.0,14.0,16.0,19.0,46.0,0.413,16.0,25.0,0.64,40.0,11.0,4.0,21.0,41.0,0.512,22.0,26.0,0.846,44.0,46.0,82.0,90.0,120.0,38.0,20.0,250.0,87.0,40.0
DAL vs. PHX,,,2020,108.0,109.0,,,,10.0,32.0,0.313,24.0,25.0,0.96,,,,13.0,35.0,0.371,10.0,12.0,0.833,,,,,69.0,34.0,,217.0,67.0,23.0
SAS vs. MEM,SAS,MEM,2020,102.0,133.0,32.0,14.0,13.0,13.0,37.0,0.351,15.0,22.0,0.682,62.0,12.0,25.0,15.0,30.0,0.5,14.0,18.0,0.778,42.0,42.0,94.0,84.0,84.0,29.0,38.0,235.0,67.0,28.0
MIL vs. POR,MIL,POR,2020,134.0,106.0,52.0,17.0,29.0,21.0,42.0,0.5,7.0,12.0,0.583,40.0,18.0,5.0,15.0,42.0,0.357,13.0,13.0,1.0,54.0,38.0,92.0,92.0,108.0,20.0,34.0,240.0,84.0,36.0
OKC vs. HOU,OKC,HOU,2020,106.0,136.0,44.0,5.0,12.0,13.0,34.0,0.382,15.0,19.0,0.789,42.0,14.0,12.0,28.0,52.0,0.538,10.0,11.0,0.909,34.0,56.0,86.0,90.0,123.0,25.0,24.0,242.0,86.0,41.0
ATL vs. LAL,ATL,LAL,2020,99.0,107.0,50.0,11.0,6.0,11.0,29.0,0.379,14.0,17.0,0.824,54.0,10.0,18.0,7.0,23.0,0.304,20.0,24.0,0.833,24.0,26.0,104.0,50.0,54.0,34.0,24.0,206.0,52.0,18.0
NOP vs. SAC,NOP,SAC,2020,109.0,118.0,56.0,22.0,14.0,9.0,30.0,0.3,20.0,24.0,0.833,50.0,10.0,9.0,14.0,43.0,0.326,20.0,26.0,0.769,24.0,34.0,106.0,58.0,69.0,40.0,23.0,227.0,73.0,23.0
ORL vs. TOR,TOR,ORL,2020,108.0,123.0,38.0,5.0,29.0,14.0,38.0,0.368,12.0,14.0,0.857,34.0,15.0,17.0,20.0,45.0,0.444,23.0,25.0,0.92,44.0,46.0,72.0,90.0,102.0,35.0,46.0,231.0,83.0,34.0
BKN vs. LAC,BKN,LAC,2020,124.0,120.0,44.0,13.0,20.0,13.0,31.0,0.419,21.0,26.0,0.808,44.0,14.0,14.0,15.0,36.0,0.417,15.0,17.0,0.882,46.0,46.0,88.0,92.0,84.0,36.0,34.0,244.0,67.0,28.0
UTA vs. DET,UTA,DET,2020,117.0,105.0,40.0,8.0,10.0,16.0,42.0,0.381,25.0,29.0,0.862,50.0,20.0,22.0,9.0,27.0,0.333,18.0,20.0,0.9,36.0,28.0,90.0,64.0,75.0,43.0,32.0,222.0,69.0,25.0
IND vs. MEM,MEM,IND,2020,134.0,116.0,50.0,20.0,11.0,16.0,29.0,0.552,20.0,29.0,0.69,62.0,23.0,17.0,9.0,25.0,0.36,23.0,24.0,0.958,48.0,22.0,112.0,70.0,75.0,43.0,28.0,250.0,54.0,25.0
GSW vs. BOS,GSW,BOS,2020,107.0,111.0,44.0,9.0,17.0,15.0,37.0,0.405,16.0,23.0,0.696,40.0,16.0,7.0,13.0,34.0,0.382,20.0,27.0,0.741,32.0,38.0,84.0,70.0,84.0,36.0,24.0,218.0,71.0,28.0
WAS vs. POR,WAS,POR,2020,121.0,132.0,54.0,6.0,2.0,16.0,40.0,0.4,13.0,17.0,0.765,30.0,23.0,2.0,21.0,46.0,0.457,23.0,23.0,1.0,38.0,58.0,84.0,96.0,111.0,36.0,4.0,253.0,86.0,37.0
OKC vs. HOU,OKC,HOU,2020,104.0,87.0,46.0,8.0,8.0,10.0,33.0,0.303,22.0,26.0,0.846,40.0,7.0,5.0,12.0,46.0,0.261,9.0,13.0,0.692,26.0,26.0,86.0,52.0,66.0,31.0,13.0,191.0,79.0,22.0
CHI vs. NYK,CHI,NYK,2020,103.0,107.0,62.0,8.0,7.0,6.0,36.0,0.167,11.0,16.0,0.688,50.0,19.0,0.0,11.0,22.0,0.5,10.0,15.0,0.667,24.0,36.0,112.0,60.0,51.0,21.0,7.0,210.0,58.0,17.0
SAS vs. MIN,SAS,MIN,2020,111.0,108.0,58.0,11.0,16.0,7.0,26.0,0.269,18.0,24.0,0.75,56.0,12.0,11.0,13.0,33.0,0.394,9.0,11.0,0.818,28.0,30.0,114.0,58.0,60.0,27.0,27.0,219.0,59.0,20.0
MIA vs. WAS,WAS,MIA,2020,100.0,103.0,38.0,15.0,14.0,12.0,35.0,0.343,16.0,22.0,0.727,38.0,12.0,19.0,15.0,37.0,0.405,18.0,25.0,0.72,34.0,32.0,76.0,66.0,81.0,34.0,33.0,203.0,72.0,27.0
NOP vs. PHX,PHX,NOP,2020,123.0,101.0,50.0,17.0,0.0,14.0,33.0,0.424,17.0,21.0,0.81,56.0,19.0,10.0,8.0,35.0,0.229,17.0,20.0,0.85,42.0,20.0,106.0,62.0,66.0,34.0,10.0,224.0,68.0,22.0
CHA vs. PHI,PHI,CHA,2020,111.0,118.0,52.0,15.0,7.0,14.0,37.0,0.378,19.0,23.0,0.826,40.0,14.0,20.0,10.0,24.0,0.417,26.0,32.0,0.813,26.0,42.0,92.0,68.0,72.0,45.0,27.0,229.0,61.0,24.0
SAC vs. BOS,BOS,SAC,2020,116.0,111.0,50.0,11.0,13.0,13.0,37.0,0.351,19.0,23.0,0.826,48.0,16.0,10.0,11.0,33.0,0.333,22.0,29.0,0.759,34.0,30.0,98.0,64.0,72.0,41.0,23.0,227.0,70.0,24.0
CLE vs. LAC,CLE,LAC,2020,99.0,121.0,58.0,18.0,12.0,4.0,10.0,0.4,13.0,17.0,0.765,36.0,9.0,6.0,20.0,34.0,0.588,13.0,17.0,0.765,24.0,52.0,94.0,76.0,72.0,26.0,18.0,220.0,44.0,24.0
ATL vs. DAL,DAL,ATL,2020,116.0,122.0,42.0,14.0,7.0,14.0,38.0,0.368,12.0,17.0,0.706,52.0,18.0,8.0,13.0,40.0,0.325,23.0,25.0,0.92,48.0,34.0,94.0,82.0,81.0,35.0,15.0,238.0,78.0,27.0
MIL vs. IND,MIL,IND,2020,130.0,110.0,48.0,16.0,18.0,21.0,48.0,0.438,13.0,14.0,0.929,56.0,12.0,15.0,11.0,34.0,0.324,13.0,15.0,0.867,48.0,30.0,104.0,78.0,96.0,26.0,33.0,240.0,82.0,32.0
MEM vs. HOU,MEM,HOU,2020,103.0,115.0,50.0,9.0,24.0,12.0,35.0,0.343,17.0,24.0,0.708,44.0,16.0,7.0,19.0,45.0,0.422,14.0,17.0,0.824,24.0,38.0,94.0,62.0,93.0,31.0,31.0,218.0,80.0,31.0
ATL vs. UTA,ATL,UTA,2020,91.0,112.0,36.0,19.0,6.0,9.0,31.0,0.29,18.0,19.0,0.947,54.0,15.0,4.0,13.0,27.0,0.481,11.0,13.0,0.846,28.0,34.0,90.0,62.0,66.0,29.0,10.0,203.0,58.0,22.0
PHI vs. POR,PHI,POR,2020,105.0,121.0,48.0,8.0,14.0,7.0,27.0,0.259,20.0,24.0,0.833,52.0,22.0,20.0,13.0,31.0,0.419,18.0,23.0,0.783,30.0,38.0,100.0,68.0,60.0,38.0,34.0,226.0,58.0,20.0
LAL vs. DEN,LAL,DEN,2020,114.0,93.0,66.0,9.0,25.0,8.0,24.0,0.333,14.0,22.0,0.636,42.0,15.0,12.0,8.0,28.0,0.286,13.0,15.0,0.867,26.0,30.0,108.0,56.0,48.0,27.0,37.0,207.0,52.0,16.0
MIA vs. WAS,WAS,MIA,2020,122.0,95.0,42.0,21.0,7.0,16.0,36.0,0.444,20.0,23.0,0.87,44.0,14.0,8.0,8.0,33.0,0.242,21.0,24.0,0.875,44.0,22.0,86.0,66.0,72.0,41.0,15.0,217.0,69.0,24.0
IND vs. NOP,IND,NOP,2020,113.0,114.0,32.0,14.0,9.0,20.0,42.0,0.476,11.0,16.0,0.688,46.0,18.0,9.0,13.0,25.0,0.52,19.0,26.0,0.731,50.0,36.0,78.0,86.0,99.0,30.0,18.0,227.0,67.0,33.0
PHX vs. DET,PHX,DET,2020,109.0,92.0,52.0,15.0,12.0,12.0,32.0,0.375,13.0,16.0,0.813,42.0,14.0,7.0,7.0,36.0,0.194,17.0,28.0,0.607,32.0,26.0,94.0,58.0,57.0,30.0,19.0,201.0,68.0,19.0
ORL vs. CHI,ORL,CHI,2020,123.0,119.0,50.0,19.0,8.0,11.0,27.0,0.407,28.0,37.0,0.757,60.0,17.0,10.0,9.0,30.0,0.3,18.0,20.0,0.9,34.0,32.0,110.0,66.0,60.0,46.0,18.0,242.0,57.0,20.0
BKN vs. TOR,TOR,BKN,2020,117.0,123.0,64.0,16.0,26.0,17.0,42.0,0.405,22.0,29.0,0.759,40.0,16.0,18.0,13.0,32.0,0.406,12.0,14.0,0.857,14.0,58.0,104.0,72.0,90.0,34.0,44.0,240.0,74.0,30.0
